Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,log_price
Toyota,74999.0,crossover,1,4.5,Diesel,yes,2016,11.225230059096225
Renault,7300.0,van,125,1.5,Diesel,yes,2012,8.895629627136483
Mitsubishi,12200.0,crossover,140,2.4,Petrol,yes,2007,9.409191230721348
Mercedes-Benz,13600.0,van,199,2.2,Diesel,yes,2009,9.517825071724143
Audi,5000.0,sedan,280,2.3,Gas,yes,1992,8.517193191416238
Renault,12800.0,other,188,2.0,Diesel,yes,2008,9.457200449907708
Volkswagen,12499.0,other,184,2.0,Diesel,yes,2012,9.433403920090221
Mitsubishi,2800.0,sedan,150,2.0,Gas,yes,1996,7.937374696163295
Renault,7300.0,van,200,1.5,Diesel,yes,2007,8.895629627136483
Mitsubishi,6800.0,sedan,82,2.0,Petrol,yes,2007,8.824677891164198
Mitsubishi,9500.0,crossover,225,2.4,Gas,yes,2004,9.159047077588632
Audi,15900.0,hatch,160,1.4,Petrol,yes,2011,9.674074388208323
Volkswagen,8900.0,other,180,1.9,Diesel,yes,2010,9.093806555720231
Toyota,16030.0,sedan,90,2.5,Gas,yes,2012,9.6822172456036
BMW,28000.0,sedan,170,2.0,Diesel,yes,2011,10.239959789157341
Audi,10700.0,vagon,222,2.5,Diesel,yes,2005,9.277999020449997
Mercedes-Benz,7000.0,sedan,230,2.0,Gas,yes,2000,8.85366542803745
Volkswagen,8800.0,van,260,2.5,Diesel,yes,2008,9.082507000466299
Volkswagen,35000.0,crossover,20,2.0,Diesel,yes,2014,10.46310334047155
Audi,8000.0,vagon,200,2.7,Diesel,yes,2006,8.987196820661973
Mercedes-Benz,15400.0,sedan,260,2.2,Diesel,yes,2008,9.642122788401721
Volkswagen,7650.0,sedan,325,1.8,Gas,yes,2003,8.942460926820582
Mitsubishi,10600.0,crossover,52,2.0,Petrol,yes,2008,9.268609280100158
Renault,8200.0,vagon,192,1.5,Diesel,yes,2010,9.011889433252344
BMW,45000.0,sedan,29,2.0,Diesel,yes,2016,10.714417768752456
Volkswagen,5699.0,van,258,2.5,Diesel,yes,2001,8.648045999835
Mercedes-Benz,13200.0,van,217,3.7,Gas,yes,2005,9.487972108574462
Volkswagen,11500.0,van,70,2.0,Diesel,yes,2013,9.350102314351341
Volkswagen,12700.0,van,213,2.0,Diesel,yes,2012,9.449357272446683
Volkswagen,12300.0,hatch,62,1.4,Petrol,yes,2012,9.417354541360508
Mercedes-Benz,35500.0,sedan,100,3.5,Petrol,yes,2010,10.477287975463508
Audi,15500.0,sedan,210,2.0,Diesel,yes,2008,9.648595302907339
Mercedes-Benz,33000.0,crossover,109,2.2,Diesel,yes,2012,10.404262840448617
BMW,6500.0,sedan,280,2.0,Petrol,yes,1997,8.779557455883728
Volkswagen,2350.0,sedan,11,1.9,Other,no,2000,7.762170607138205
Volkswagen,17900.0,crossover,130,3.6,Gas,yes,2007,9.792555991828847
BMW,34500.0,other,160,3.0,Diesel,yes,2010,10.448714603019452
Renault,12300.0,sedan,99,2.5,Petrol,yes,2011,9.417354541360508
Mercedes-Benz,20500.0,sedan,193,3.5,Other,yes,2006,9.9281801651265
BMW,75555.0,sedan,30,4.4,Petrol,yes,2014,11.23261614684786
Toyota,12800.0,sedan,145,2.4,Petrol,yes,2008,9.457200449907708
Mercedes-Benz,12800.0,other,360,2.2,Diesel,yes,2008,9.457200449907708
Audi,6900.0,sedan,327,3.7,Petrol,yes,1997,8.83927669058535
Volkswagen,17200.0,crossover,220,2.5,Diesel,yes,2006,9.752664662801545
Renault,6800.0,sedan,87,1.4,Petrol,yes,2013,8.824677891164198
Audi,14300.0,other,80,4.2,Petrol,yes,2004,9.568014816247999
Volkswagen,11600.0,sedan,169,1.4,Gas,no,2013,9.358760377094455
Volkswagen,11990.0,van,231,2.5,Diesel,yes,2002,9.39182824802156
BMW,77777.0,sedan,8,4.4,Petrol,yes,2014,11.261601036639322
Mercedes-Benz,28500.0,other,65,1.8,Petrol,yes,2011,10.257659366256743
Audi,42700.0,crossover,75,3.0,Diesel,yes,2013,10.661954199216716
Volkswagen,6950.0,other,217,1.9,Diesel,yes,2006,8.846496938558838
Volkswagen,7300.0,hatch,117,1.4,Petrol,yes,2007,8.895629627136483
Mitsubishi,27565.2,crossover,1,2.5,Diesel,yes,2016,10.224309386575188
Volkswagen,12900.0,vagon,145,1.6,Diesel,yes,2011,9.464982590349763
Volkswagen,5900.0,sedan,217,2.3,Petrol,yes,1999,8.68270762989381
Mercedes-Benz,2600.0,hatch,111,1.4,Petrol,no,1999,7.8632667240095735
Audi,2799.0,vagon,390,1.9,Diesel,no,1998,7.937017489515454
Mitsubishi,21000.0,crossover,98,2.5,Diesel,yes,2011,9.95227771670556
Audi,4999.0,sedan,231,1.9,Diesel,no,2002,8.51699317141357
Volkswagen,6900.0,sedan,160,1.6,Petrol,yes,2003,8.83927669058535
Mercedes-Benz,5800.0,sedan,366,3.2,Gas,yes,1991,8.66561319653451
Mitsubishi,15700.0,other,68,1.8,Petrol,yes,2011,9.6614159913364
Volkswagen,74500.0,crossover,0,3.0,Diesel,yes,2015,11.218554404367652
Mercedes-Benz,22900.0,sedan,131,5.5,Gas,yes,2008,10.03889218954233
Mercedes-Benz,32000.0,crossover,96,3.5,Petrol,yes,2010,10.373491181781864
Mercedes-Benz,35300.0,sedan,3,1.6,Petrol,yes,2014,10.471638242921388
Volkswagen,6900.0,sedan,320,1.8,Gas,yes,2002,8.83927669058535
BMW,7000.0,sedan,286,2.8,Petrol,yes,2001,8.85366542803745
Volkswagen,35800.0,crossover,92,3.0,Diesel,yes,2011,10.485703172388792
Volkswagen,10700.0,hatch,60,1.4,Petrol,yes,2010,9.277999020449997
BMW,23999.0,crossover,194,3.0,Petrol,yes,2007,10.085767441795337
Volkswagen,2700.0,hatch,300,1.9,Diesel,no,2000,7.90100705199242
Toyota,18200.0,crossover,146,2.7,Gas,yes,2006,9.809176873064887
Audi,2450.0,vagon,325,2.5,Diesel,no,2000,7.803843303538772
Audi,15800.0,hatch,123,1.4,Petrol,yes,2010,9.667765219015058
Volkswagen,9400.0,vagon,176,1.9,Diesel,yes,2005,9.148464968258095
Mitsubishi,5800.0,vagon,230,1.6,Petrol,yes,2005,8.66561319653451
Volkswagen,13499.0,sedan,162,1.4,Petrol,yes,2012,9.510370887608827
Volkswagen,39615.0,sedan,0,2.0,Diesel,yes,2016,10.586963113399342
Toyota,23300.0,crossover,40,2.0,Petrol,yes,2014,10.056208639553791
Audi,2100.0,sedan,217,1.9,Diesel,no,1996,7.649692623711514
Mercedes-Benz,2700.0,sedan,337,2.3,Gas,yes,1988,7.90100705199242
Volkswagen,6700.0,van,16,2.0,Diesel,yes,2005,8.809862805379057
BMW,43163.25,crossover,0,2.0,Diesel,yes,2016,10.672744717741898
Toyota,28350.0,crossover,92,2.2,Diesel,yes,2013,10.252382309155898
Toyota,29500.0,crossover,90,2.7,Gas,yes,2010,10.292145542327912
Volkswagen,8200.0,sedan,258,1.9,Diesel,yes,2004,9.011889433252344
Mercedes-Benz,10999.0,other,269,2.2,Diesel,yes,2006,9.305559638557117
Renault,8299.0,sedan,19,1.2,Petrol,yes,2013,9.023890304598448
Toyota,20500.0,sedan,105,2.5,Petrol,yes,2013,9.9281801651265
Volkswagen,14500.0,van,168,2.0,Diesel,yes,2012,9.581903928408666
Toyota,17300.0,other,135,3.5,Gas,yes,2009,9.75846178048587
Mercedes-Benz,18700.0,sedan,105,5.5,Petrol,yes,2006,9.836278802842678
Toyota,13200.0,sedan,38,1.33,Petrol,yes,2014,9.487972108574462
Volkswagen,2450.0,sedan,200,1.3,Gas,yes,1991,7.803843303538772
Audi,55000.0,hatch,24,2.8,Other,yes,2014,10.915088464214607
Toyota,20000.0,van,135,2.4,Gas,yes,2006,9.903487552536127
Volkswagen,4000.0,hatch,266,1.9,Diesel,yes,1993,8.294049640102028
Mitsubishi,16900.0,other,120,3.0,Petrol,yes,2008,9.735068900911164
Mitsubishi,11450.0,sedan,60,1.6,Gas,yes,2012,9.345745008982385
Mercedes-Benz,24500.0,crossover,236,5.0,Petrol,yes,2000,10.106428396532818
Renault,12350.0,sedan,64,2.0,Gas,yes,2011,9.421411342056123
Mercedes-Benz,6900.0,sedan,239,2.3,Petrol,yes,1996,8.83927669058535
Toyota,30500.0,crossover,40,2.7,Petrol,yes,2011,10.325481962595504
Mitsubishi,8800.0,sedan,105,2.0,Gas,yes,2008,9.082507000466299
Audi,9700.0,sedan,249,2.5,Diesel,yes,2004,9.179881164491475
BMW,63500.0,crossover,33,3.0,Petrol,yes,2015,11.058795184880783
Mitsubishi,8900.0,sedan,96,2.0,Petrol,yes,2008,9.093806555720231
Audi,1950.0,vagon,210,1.8,Gas,no,1996,7.575584651557793
Audi,4400.0,sedan,190,2.5,Diesel,no,2003,8.389359819906353
Toyota,12450.0,sedan,162,3.5,Gas,yes,2007,9.429475901892854
Audi,3200.0,sedan,295,2.5,Diesel,no,2000,8.070906088787819
Audi,12600.0,sedan,294,3.0,Gas,yes,2004,9.441452092939569
Mercedes-Benz,4400.0,sedan,225,2.0,Gas,yes,1995,8.389359819906353
Mercedes-Benz,3900.0,sedan,111,2.5,Diesel,yes,1989,8.268731832117737
Volkswagen,8499.0,sedan,101,1.6,Petrol,yes,2012,9.047703788498627
Mercedes-Benz,8000.0,other,230,2.2,Diesel,yes,2001,8.987196820661973
Volkswagen,3500.0,hatch,250,1.9,Diesel,no,2000,8.160518247477505
Audi,11900.0,sedan,195,2.4,Gas,yes,2005,9.38429367909962
Toyota,24800.0,sedan,43,2.5,Gas,yes,2015,10.118598932153073
Audi,3800.0,vagon,190,2.5,Diesel,no,2002,8.242756345714477
Volkswagen,7500.0,van,230,1.9,Diesel,yes,2006,8.922658299524402
BMW,8999.0,sedan,270,2.8,Petrol,yes,1998,9.104868739033948
Volkswagen,5000.0,van,326,2.4,Diesel,yes,1995,8.517193191416238
Mercedes-Benz,21000.0,crossover,135,3.5,Petrol,yes,2007,9.95227771670556
Renault,4200.0,van,142,1.9,Diesel,yes,2007,8.34283980427146
Mitsubishi,18000.0,crossover,160,3.2,Diesel,yes,2007,9.798127036878302
Volkswagen,8500.0,van,220,2.5,Diesel,yes,2003,9.047821442478408
Renault,3750.0,hatch,232,1.8,Petrol,yes,1997,8.229511118964457
Volkswagen,9000.0,other,212,2.0,Gas,yes,2007,9.104979856318357
Mitsubishi,6300.0,crossover,235,3.2,Diesel,no,2001,8.748304912379623
BMW,8400.0,sedan,297,2.2,Petrol,yes,2000,9.035986984831405
Volkswagen,17000.0,van,157,2.0,Diesel,yes,2010,9.740968623038354
Volkswagen,3000.0,sedan,240,1.8,Petrol,yes,1991,8.006367567650246
Mercedes-Benz,21300.0,crossover,114,4.7,Petrol,yes,2007,9.966462351697517
BMW,16500.0,crossover,230,3.0,Gas,yes,2004,9.711115659888671
Mercedes-Benz,7300.0,other,250,2.2,Diesel,yes,2005,8.895629627136483
Mercedes-Benz,2300.0,sedan,300,3.0,Diesel,yes,1999,7.7406644019172415
BMW,8200.0,sedan,250,4.4,Petrol,yes,1997,9.011889433252344
Audi,35000.0,sedan,61,2.8,Petrol,yes,2012,10.46310334047155
Volkswagen,7800.0,vagon,193,1.9,Diesel,yes,2002,8.961879012677683
Volkswagen,8200.0,hatch,157,1.6,Petrol,yes,2008,9.011889433252344
Audi,39999.0,crossover,45,2.0,Diesel,yes,2014,10.596609732783568
Renault,11900.0,other,173,2.0,Diesel,yes,2012,9.38429367909962
Mercedes-Benz,3600.0,sedan,276,2.7,Diesel,no,2001,8.1886891244442
Volkswagen,3399.0,sedan,201,1.8,Petrol,yes,1991,8.131236549696116
BMW,2650.0,vagon,335,2.0,Petrol,no,2000,7.882314918980268
Mercedes-Benz,11700.0,hatch,103,1.5,Petrol,yes,2007,9.367344120785848
BMW,2550.0,vagon,312,2.5,Diesel,no,1999,7.843848638152472
Mercedes-Benz,2550.0,vagon,367,3.2,Diesel,no,2000,7.843848638152472
Audi,31700.0,sedan,32,1.8,Petrol,yes,2014,10.364071959865372
Mercedes-Benz,125000.0,sedan,18,3.0,Diesel,yes,2015,11.736069016284437
BMW,20500.0,crossover,285,4.8,Petrol,yes,2006,9.9281801651265
Mitsubishi,2600.0,other,200,2.4,Petrol,no,2002,7.8632667240095735
BMW,2500.0,vagon,250,2.5,Diesel,no,2000,7.824046010856292
Mercedes-Benz,13200.0,van,182,2.2,Diesel,yes,2011,9.487972108574462
Mercedes-Benz,31000.0,crossover,220,3.2,Diesel,yes,2008,10.341742483467284
Audi,30900.0,vagon,118,2.0,Petrol,yes,2013,10.338511462885837
Mitsubishi,4750.0,sedan,167,1.6,Petrol,yes,2003,8.465899897028686
Toyota,8950.0,hatch,118,1.6,Petrol,yes,2008,9.099408811268901
Renault,8300.0,van,177,1.5,Diesel,yes,2007,9.02401079378469
Audi,6900.0,sedan,360,2.5,Diesel,yes,1997,8.83927669058535
BMW,69999.0,crossover,71,4.4,Petrol,yes,2011,11.156236235215168
Volkswagen,3250.0,sedan,255,1.9,Diesel,no,2003,8.086410275323782
Volkswagen,11900.0,hatch,91,1.4,Petrol,yes,2010,9.38429367909962
Mitsubishi,9600.0,other,114,2.0,Petrol,yes,1999,9.169518377455928
Mercedes-Benz,21200.0,vagon,206,2.1,Diesel,yes,2011,9.961756460660103
Toyota,102999.0,crossover,0,4.5,Diesel,yes,2016,11.542474558426779
Mercedes-Benz,11900.0,van,277,2.2,Diesel,yes,2007,9.38429367909962
Renault,9999.0,van,185,1.5,Diesel,yes,2008,9.21024036697585
Renault,8500.0,sedan,57,1.2,Gas,yes,2013,9.047821442478408
Volkswagen,6500.0,other,385,2.4,Diesel,yes,1997,8.779557455883728
Mitsubishi,8700.0,sedan,80,1.5,Petrol,yes,2008,9.071078304642676
Volkswagen,8599.0,van,169,1.6,Diesel,yes,2011,9.059401196410896
Volkswagen,12700.0,hatch,156,1.6,Diesel,yes,2011,9.449357272446683
Mitsubishi,7700.0,sedan,135,2.0,Gas,yes,2007,8.948975607841776
Mitsubishi,8700.0,sedan,150,2.4,Gas,yes,2007,9.071078304642676
Mitsubishi,9300.0,sedan,95,2.0,Petrol,yes,2007,9.137769679141348
Mercedes-Benz,3550.0,sedan,238,2.2,Diesel,no,2001,8.174702882469461
Audi,29800.0,crossover,151,3.0,Diesel,yes,2007,10.302263672493496
Renault,3900.0,van,202,1.9,Diesel,yes,2001,8.268731832117737
Volkswagen,7000.0,van,345,1.9,Diesel,yes,2006,8.85366542803745
Audi,17700.0,other,70,2.0,Petrol,yes,2009,9.78131991856192
Toyota,9999.0,sedan,225,3.0,Gas,yes,2004,9.21024036697585
Audi,25300.0,hatch,180,2.0,Diesel,yes,2011,10.138559674715612
Audi,22500.0,vagon,175,2.0,Gas,yes,2010,10.021270588192511
Volkswagen,18600.0,sedan,2,1.6,Petrol,yes,2015,9.830916859701293
Mitsubishi,6999.0,sedan,160,2.0,Petrol,yes,2007,8.85352256068954
Toyota,16200.0,crossover,281,4.2,Diesel,yes,1999,9.692766521220475
Toyota,18000.0,crossover,320,4.2,Diesel,yes,1999,9.798127036878302
Mercedes-Benz,27300.0,sedan,144,2.14,Diesel,yes,2011,10.21464198117305
BMW,12000.0,crossover,218,3.0,Diesel,no,2006,9.392661928770137
Volkswagen,1800.0,other,280,1.9,Diesel,no,1997,7.495541943884256
Audi,20500.0,sedan,106,1.8,Petrol,yes,2011,9.9281801651265
Volkswagen,10493.0,other,1,1.4,Petrol,yes,2014,9.25846364715791
BMW,16800.0,sedan,154,3.0,Petrol,yes,2006,9.72913416539135
BMW,8200.0,sedan,238,3.0,Diesel,no,2004,9.011889433252344
Mercedes-Benz,14500.0,van,171,2.2,Diesel,yes,2011,9.581903928408666
Volkswagen,24500.0,crossover,62,2.0,Diesel,yes,2012,10.106428396532818
Toyota,13250.0,sedan,96,2.4,Gas,yes,2008,9.491752831414368
Toyota,6400.0,sedan,250,3.0,Gas,yes,1998,8.764053269347762
Mercedes-Benz,29500.0,sedan,135,5.5,Petrol,yes,2008,10.292145542327912
Volkswagen,69990.0,van,1,5.0,Diesel,yes,2015,11.156107653683586
Audi,2600.0,vagon,110,2.5,Diesel,no,2002,7.8632667240095735
Renault,10500.0,vagon,185,1.5,Diesel,yes,2011,9.259130536145614
Volkswagen,27200.0,crossover,1,2.0,Diesel,yes,2015,10.210972252284089
Mercedes-Benz,1350.0,sedan,360,2.5,Diesel,no,1989,7.2078598714324755
Toyota,13900.0,sedan,139,2.4,Other,yes,2008,9.539644119118783
BMW,12800.0,sedan,194,4.4,Gas,yes,2002,9.457200449907708
Toyota,21200.0,crossover,135,4.0,Gas,yes,2007,9.961756460660103
Mercedes-Benz,8700.0,sedan,196,2.0,Gas,yes,2000,9.071078304642676
Toyota,8800.0,sedan,165,1.8,Petrol,yes,2007,9.082507000466299
Toyota,12900.0,sedan,129,1.8,Petrol,yes,2009,9.464982590349763
BMW,9500.0,sedan,339,3.0,Diesel,yes,2001,9.159047077588632
BMW,10700.0,sedan,243,3.0,Diesel,yes,2002,9.277999020449997
Volkswagen,10800.0,van,156,1.6,Diesel,yes,2012,9.287301413112312
Mitsubishi,2400.0,hatch,350,2.0,Gas,yes,1989,7.783224016336037
Renault,13300.0,other,132,1.5,Diesel,yes,2012,9.495519314209846
BMW,34500.0,crossover,85,3.0,Petrol,yes,2010,10.448714603019452
BMW,57000.0,other,20,3.5,Petrol,yes,2013,10.950806546816688
Renault,7200.0,van,146,1.5,Diesel,yes,2012,8.881836305004146
Toyota,23400.0,sedan,69,2.5,Gas,yes,2014,10.060491301345794
Toyota,48000.0,crossover,59,3.0,Diesel,yes,2014,10.778956289890028
Volkswagen,4200.0,sedan,1,1.4,Petrol,yes,2012,8.34283980427146
Mercedes-Benz,6200.0,other,340,2.4,Gas,yes,1998,8.732304571033183
BMW,2900.0,sedan,225,2.5,Petrol,no,1997,7.9724660159745655
Mercedes-Benz,12700.0,other,199,2.2,Diesel,yes,2011,9.449357272446683
Audi,16999.0,vagon,140,4.2,Petrol,yes,2007,9.74090979777877
Volkswagen,13972.07,sedan,0,1.6,Petrol,yes,2016,9.544815615934212
Mercedes-Benz,41900.0,sedan,95,6.2,Petrol,yes,2011,10.643041105910228
Renault,6650.0,vagon,227,1.5,Diesel,yes,2005,8.8023721336499
Mercedes-Benz,9200.0,other,280,2.4,Petrol,yes,2003,9.126958763037132
BMW,15300.0,sedan,250,2.5,Petrol,yes,2006,9.635608107380527
Volkswagen,1450.0,van,100,1.6,Diesel,yes,1988,7.27931883541462
Volkswagen,5900.0,van,278,1.9,Diesel,yes,2005,8.68270762989381
Mercedes-Benz,4900.0,sedan,282,3.2,Gas,yes,1993,8.496990484098719
BMW,12900.0,vagon,260,3.0,Diesel,yes,2004,9.464982590349763
Toyota,33333.0,vagon,73,4.0,Gas,yes,2009,10.414303176252119
Volkswagen,7200.0,hatch,127,1.39,Petrol,yes,2007,8.881836305004146
BMW,77777.0,crossover,1,3.0,Diesel,yes,2014,11.261601036639322
Mercedes-Benz,2300.0,hatch,175,1.4,Petrol,no,2000,7.7406644019172415
Volkswagen,13000.0,crossover,235,3.2,Gas,yes,2005,9.472704636443673
Volkswagen,3000.0,van,318,1.9,Diesel,yes,1993,8.006367567650246
Renault,7999.0,van,92,1.5,Diesel,yes,2013,8.987071812848821
Mercedes-Benz,11000.0,van,250,2.2,Diesel,yes,2005,9.305650551780507
BMW,81000.0,sedan,23,4.4,Petrol,yes,2014,11.302204433654575
BMW,3800.0,sedan,304,1.9,Gas,no,2000,8.242756345714477
Audi,4400.0,sedan,340,2.8,Gas,yes,1992,8.389359819906353
Audi,3150.0,vagon,320,2.5,Diesel,no,2002,8.055157731819678
Volkswagen,10900.0,other,287,2.5,Other,yes,2004,9.296518068217235
Audi,3050.0,vagon,250,2.5,Other,no,2001,8.022896869601457
Volkswagen,30385.0,vagon,0,2.0,Diesel,yes,2014,10.321704344569456
BMW,20999.0,crossover,170,4.8,Petrol,yes,2008,9.952230096524119
Volkswagen,1500.0,sedan,255,1.9,Diesel,no,1998,7.313220387090301
Toyota,8500.0,vagon,200,2.0,Petrol,yes,1999,9.047821442478408
Toyota,9200.0,sedan,115,1.6,Gas,yes,2008,9.126958763037132
Toyota,20800.0,sedan,49,3.5,Petrol,yes,2011,9.94270826568941
Renault,8100.0,van,206,1.9,Diesel,yes,2005,8.99961934066053
Volkswagen,13500.0,sedan,104,1.8,Petrol,yes,2010,9.51044496442652
Renault,4900.0,van,218,1.5,Diesel,yes,2006,8.496990484098719
Volkswagen,6600.0,hatch,136,1.4,Gas,yes,2001,8.794824928014517
Mitsubishi,1450.0,crossover,245,2.8,Diesel,no,1996,7.27931883541462
Volkswagen,3600.0,sedan,320,1.8,Gas,yes,1989,8.1886891244442
Toyota,24000.0,sedan,51,2.5,Gas,yes,2014,10.085809109330082
Toyota,12700.0,sedan,130,2.4,Petrol,yes,2008,9.449357272446683
Mercedes-Benz,14500.0,other,315,5.0,Gas,yes,2004,9.581903928408666
BMW,2299.0,sedan,200,1.8,Petrol,no,1999,7.740229524763182
BMW,8900.0,sedan,234,3.5,Gas,yes,1999,9.093806555720231
Audi,30500.0,vagon,152,3.0,Diesel,yes,2012,10.325481962595504
Mercedes-Benz,4000.0,sedan,370,3.2,Diesel,no,2002,8.294049640102028
Toyota,12900.0,sedan,137,2.4,Petrol,yes,2008,9.464982590349763
Volkswagen,3300.0,sedan,200,1.8,Petrol,yes,1989,8.101677747454572
Toyota,9800.0,sedan,178,1.8,Petrol,yes,2007,9.190137664658664
Renault,15200.0,other,173,2.3,Diesel,yes,2013,9.629050706834368
Volkswagen,4950.0,vagon,290,1.8,Petrol,yes,1996,8.507142855562735
Volkswagen,55500.0,crossover,36,3.0,Diesel,yes,2015,10.924138299734526
Volkswagen,17900.0,van,188,2.5,Diesel,yes,2008,9.792555991828847
Mercedes-Benz,5900.0,crossover,271,2.7,Diesel,no,2003,8.68270762989381
Toyota,20500.0,crossover,225,4.7,Gas,yes,2003,9.9281801651265
BMW,5000.0,other,300,1.8,Petrol,yes,1994,8.517193191416238
Volkswagen,11500.0,van,100,2.0,Diesel,yes,2010,9.350102314351341
Volkswagen,2900.0,hatch,230,1.6,Petrol,yes,2000,7.9724660159745655
Mitsubishi,4800.0,sedan,247,2.0,Gas,yes,1998,8.476371196895983
Renault,1550.0,vagon,235,2.0,Petrol,no,1998,7.346010209913293
Mitsubishi,16000.0,crossover,147,2.5,Diesel,yes,2008,9.680344001221918
Volkswagen,6400.0,van,312,2.5,Diesel,yes,2000,8.764053269347762
BMW,5800.0,other,400,2.0,Petrol,yes,1998,8.66561319653451
Mercedes-Benz,11000.0,sedan,263,3.2,Diesel,yes,2001,9.305650551780507
Renault,4500.0,sedan,305,1.5,Diesel,yes,2004,8.411832675758411
Renault,14200.0,crossover,83,2.0,Diesel,yes,2012,9.560997243589352
BMW,71500.0,crossover,19,2.5,Diesel,yes,2015,11.177452728682098
Audi,6200.0,sedan,200,1.8,Petrol,yes,2003,8.732304571033183
Volkswagen,10500.0,van,130,1.9,Diesel,yes,2010,9.259130536145614
Toyota,12700.0,sedan,136,3.5,Petrol,yes,2007,9.449357272446683
Audi,7000.0,other,126,2.6,Petrol,yes,1998,8.85366542803745
BMW,4500.0,sedan,230,4.0,Gas,yes,1994,8.411832675758411
BMW,4800.0,vagon,400,2.5,Diesel,yes,1994,8.476371196895983
Renault,11500.0,van,170,1.5,Diesel,yes,2012,9.350102314351341
BMW,42000.0,crossover,33,2.0,Petrol,yes,2014,10.645424897265505
Mercedes-Benz,22600.0,crossover,165,3.0,Diesel,yes,2007,10.025705185260378
Volkswagen,9900.0,sedan,80,1.6,Petrol,yes,2011,9.20029003612268
Mercedes-Benz,13500.0,van,259,3.0,Diesel,yes,2007,9.51044496442652
Volkswagen,10600.0,other,140,2.0,Other,yes,2007,9.268609280100158
Mercedes-Benz,12500.0,van,242,2.2,Diesel,yes,2008,9.433483923290392
Renault,7499.0,van,123,1.5,Diesel,yes,2009,8.92252495730139
Volkswagen,9999.0,hatch,118,1.2,Diesel,yes,2011,9.21024036697585
Toyota,18600.0,hatch,73,1.6,Petrol,yes,2013,9.830916859701293
Volkswagen,7600.0,hatch,225,1.4,Petrol,yes,2004,8.935903526274423
Volkswagen,9200.0,hatch,127,1.6,Petrol,yes,2007,9.126958763037132
Audi,3700.0,vagon,290,1.9,Diesel,no,2002,8.216088098632316
BMW,26000.0,crossover,270,4.8,Petrol,yes,2008,10.165851817003619
BMW,12950.0,sedan,268,4.0,Diesel,yes,2004,9.468851067127684
Mitsubishi,15200.0,crossover,193,3.0,Gas,yes,2008,9.629050706834368
Audi,62000.0,vagon,24,3.0,Diesel,yes,2015,11.03488966402723
Toyota,68500.0,van,1,3.5,Petrol,yes,2016,11.134589024250317
Volkswagen,2500.0,hatch,111,1.6,Gas,yes,1999,7.824046010856292
Volkswagen,2600.0,other,296,1.9,Diesel,no,2000,7.8632667240095735
Mercedes-Benz,12250.0,van,300,2.2,Diesel,yes,2007,9.413281215972873
Toyota,39900.0,crossover,94,4.0,Gas,yes,2010,10.594131602877955
Volkswagen,1500.0,other,160,1.4,Petrol,no,1999,7.313220387090301
Mercedes-Benz,3700.0,sedan,270,3.5,Petrol,no,2004,8.216088098632316
BMW,8999.0,other,160,1.8,Petrol,yes,1997,9.104868739033948
Mitsubishi,9900.0,other,200,2.5,Diesel,yes,2007,9.20029003612268
Volkswagen,16800.0,crossover,249,5.0,Diesel,yes,2005,9.72913416539135
Volkswagen,23999.0,sedan,0,1.6,Diesel,yes,2016,10.085767441795337
Mercedes-Benz,36000.0,crossover,162,3.0,Diesel,yes,2009,10.491274217438248
Mitsubishi,15800.0,other,146,2.5,Diesel,yes,2013,9.667765219015058
Volkswagen,19300.0,sedan,136,2.0,Diesel,yes,2011,9.867860374892977
Renault,6450.0,van,148,1.5,Diesel,yes,2012,8.771835409789817
Renault,4200.0,van,220,1.5,Diesel,yes,2004,8.34283980427146
BMW,32000.0,crossover,52,3.0,Petrol,yes,2012,10.373491181781864
Toyota,12500.0,sedan,110,2.4,Gas,yes,2007,9.433483923290392
BMW,47900.0,crossover,178,4.0,Diesel,yes,2012,10.776870783399007
Mercedes-Benz,21999.0,sedan,200,3.0,Diesel,yes,2008,9.998752276761909
Toyota,7500.0,hatch,74,1.3,Petrol,yes,2008,8.922658299524402
Mercedes-Benz,125000.0,sedan,17,3.0,Diesel,yes,2015,11.736069016284437
BMW,30500.0,hatch,110,4.4,Petrol,yes,2008,10.325481962595504
